symbol,date,p/e,eps (ttm),insider own,shs outstand,market cap,forward p/e,eps next y,insider trans,shs float,perf month,income,peg,eps next q,inst own,short float,perf quarter,sales,p/s,eps this y,inst trans,short ratio,perf half y,book/sh,p/b,eps next y.1,roa,target price,perf year,cash/sh,p/c,eps next 5y,roe,52w range,perf ytd,dividend,p/fcf,eps past 5y,roi,52w high,beta,dividend %,quick ratio,sales past 5y,gross margin,52w low,atr,employees,current ratio,sales q/q,oper. margin,rsi (14),volatility,optionable,debt/eq,eps q/q,profit margin,rel volume,prev close,shortable,lt debt/eq,earnings,payout,cap,size,symbol,name,market cap,country,ipo year,sector,industry
hbb,12-18-2020,13.24,1.32,1.90%,13.67M,238.49M,8.98,1.95,150.79%,5.25M,-3.79%,18.00M,-,1.55,52.20%,7.34%,-10.62%,574.30M,0.42,-44.20%,1.18%,7.87,56.48%,4.42,3.96,2.63%,7.10%,20.00,-7.60%,0.07,264.98,-,37.70%,6.68 - 25.00,-8.32%,0.38,12.69,-,18.70%,-29.96%,-,2.17%,0.40,-,22.00%,162.13%,0.78,680,1.10,-26.10%,4.90%,44.02,3.91% 4.34%,No,1.17,-461.10%,3.50%,0.98,17.65,Yes,0.00,Nov 09 AMC,25.00%,small,238490000.0,hbb,Hamilton Beach Brands Holding Company Class A Common Stock ,237315812.0,,2017.0,Consumer Durables,Home Furnishings
hbcp,12-18-2020,12.46,2.25,12.74%,8.63M,244.07M,9.63,2.91,0.17%,7.64M,-0.78%,19.80M,-,0.78,40.30%,1.06%,14.81%,102.20M,2.39,-7.80%,-5.77%,6.61,6.79%,36.32,0.77,35.70%,0.80%,31.00,-28.71%,21.34,1.31,-,6.30%,18.57 - 39.44,-28.58%,0.88,11.85,16.50%,24.00%,-29.03%,0.75,3.14%,-,13.50%,-,50.73%,0.85,143,-,1.20%,85.00%,47.22,2.26% 2.53%,No,0.02,34.80%,19.40%,0.41,27.86,Yes,0.02,-,39.00%,small,244070000.0,hbcp,Home Bancorp Inc. Common Stock,250400150.0,United States,,Finance,Banks
hbi,12-18-2020,11.93,1.22,0.50%,350.70M,5.13B,9.53,1.53,-0.49%,343.96M,3.11%,436.10M,12.83,0.30,95.10%,8.17%,-8.59%,6.61B,0.78,11.60%,-2.24%,5.05,27.23%,3.28,4.45,11.52%,5.50%,15.07,0.07%,-,-,0.93%,40.20%,6.96 - 17.74,-1.82%,0.60,10.11,10.60%,17.60%,-17.79%,1.40,4.12%,1.00,5.50%,38.50%,109.48%,0.43,63000,2.00,-3.10%,10.40%,53.44,2.45% 2.88%,Yes,3.46,-42.00%,6.60%,0.52,14.67,Yes,3.46,Nov 05 BMO,49.00%,large,5130000000.0,hbi,Hanesbrands Inc. Common Stock,5125589014.0,United States,,Consumer Services,Clothing/Shoe/Accessory Stores
hbio,12-18-2020,-,-0.17,7.60%,38.92M,177.05M,15.89,0.27,0.00%,34.01M,9.44%,-6.60M,-,0.07,74.90%,1.72%,42.05%,102.10M,1.73,-5.10%,0.98%,5.17,18.18%,1.98,2.17,71.97%,-4.30%,5.50,40.66%,0.07,63.23,10.00%,-8.50%,1.39 - 4.58,40.66%,-,23.30,-30.30%,0.90%,-6.33%,1.73,-,1.00,1.30%,56.40%,208.63%,0.22,505,2.00,-12.40%,-0.90%,56.32,6.11% 5.33%,Yes,0.56,59.00%,-6.50%,0.99,4.27,Yes,0.53,Nov 05 BMO,-,small,177050000.0,hbio,Harvard Bioscience Inc. Common Stock,164866407.0,United States,2000.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments
hbm,12-18-2020,-,-0.59,0.18%,261.27M,1.83B,6.42,1.09,0.00%,173.01M,5.11%,-,-,0.18,73.42%,1.07%,66.67%,1.09B,1.67,26.20%,-,1.89,135.69%,6.45,1.09,41.60%,-,10.71,69.90%,-,-,-,-,1.23 - 7.47,68.67%,0.01,-,46.16%,-,-6.23%,-,0.14%,-,-,-,469.11%,0.31,2233,-,8.50%,-,59.55,3.85% 4.50%,Yes,-,-,-,0.69,7.09,Yes,-,Nov 03 AMC,-,large,1830000000.0,hbm,Hudbay Minerals Inc. Ordinary Shares (Canada),1841968665.0,Canada,,Basic Industries,Precious Metals
hbmd,12-18-2020,-,-0.84,14.40%,18.74M,225.45M,15.60,0.76,0.26%,11.65M,-1.58%,-15.60M,-,0.26,56.00%,1.55%,29.78%,87.20M,2.59,506.00%,1.81%,10.02,16.24%,15.45,0.76,185.40%,-0.60%,13.00,-30.32%,4.25,2.78,-,-5.20%,8.44 - 18.87,-30.04%,-,2.98,-18.60%,17.50%,-37.41%,0.81,-,-,31.40%,-,39.93%,0.39,299,-,-8.70%,80.90%,47.18,2.53% 3.07%,No,0.10,1.10%,-17.80%,0.69,11.76,Yes,0.10,Oct 28 AMC,-,small,225450000.0,hbmd,Howard Bancorp Inc. Common Stock,218722641.0,United States,,Finance,Major Banks
hbnc,12-18-2020,10.80,1.47,0.60%,43.86M,692.76M,11.93,1.33,-5.15%,39.14M,9.30%,65.10M,-,0.39,53.70%,1.74%,56.10%,205.50M,3.37,10.60%,1.09%,5.82,60.36%,15.28,1.04,-7.90%,1.20%,16.40,-15.59%,3.01,5.28,-,10.00%,7.42 - 19.07,-16.53%,0.48,14.96,12.60%,20.40%,-16.83%,1.29,3.03%,-,22.30%,-,113.75%,0.53,839,-,-10.10%,73.30%,60.84,3.52% 2.93%,Yes,1.05,1.60%,31.70%,1.68,15.48,Yes,1.05,Oct 28 AMC,32.60%,small,692760000.0,hbnc,Horizon Bancorp Inc. Common Stock,683659156.0,United States,,Finance,Major Banks
hbp,12-18-2020,-,-0.42,20.75%,26.00M,100.96M,-,-,0.00%,19.12M,-0.81%,-10.60M,-,-,41.40%,1.74%,63.47%,788.10M,0.13,-250.80%,-8.10%,0.74,223.52%,1.64,2.24,-,-3.60%,-,138.31%,0.03,126.20,14.00%,-27.20%,0.49 - 3.85,138.31%,-,2.01,-40.10%,-8.20%,-4.68%,2.56,-,0.90,5.40%,20.00%,644.42%,0.13,1364,2.00,-1.40%,-0.80%,54.78,3.79% 3.46%,Yes,2.38,272.50%,-1.30%,0.02,3.72,Yes,2.34,Oct 29 AMC,-,small,100960000.0,hbp,Huttig Building Products Inc. Common Stock,98683331.0,United States,,Consumer Services,RETAIL: Building Materials
hbt,12-18-2020,10.14,1.49,0.50%,27.46M,419.65M,11.43,1.33,150.50%,9.63M,8.68%,40.30M,-,0.38,29.80%,0.99%,34.91%,134.80M,3.11,-5.90%,-6.86%,1.75,21.10%,12.94,1.17,5.91%,1.20%,16.60,-20.89%,8.55,1.77,-,11.70%,9.11 - 20.71,-20.22%,0.60,-,-,2.30%,-26.85%,-,3.96%,-,-,-,66.30%,0.4,742,-,-12.10%,43.30%,58.90,1.86% 2.88%,No,8.83,-60.20%,29.90%,0.46,15.29,Yes,0.22,Oct 26 BMO,30.10%,small,419650000.0,hbt,HBT Financial Inc. Common Stock,420096782.0,United States,2019.0,Finance,Major Banks
hca,12-18-2020,16.64,9.88,0.20%,338.17M,56.20B,13.71,11.99,-28.36%,264.96M,8.26%,3.40B,1.58,3.57,71.30%,1.52%,32.03%,50.76B,1.11,10.50%,1.43%,2.70,67.87%,-2.88,-,8.47%,7.10%,165.95,11.51%,19.28,8.53,10.54%,-159.40%,58.38 - 166.87,11.26%,-,4.82,19.30%,19.10%,-1.44%,1.59,-,1.00,6.80%,83.80%,181.71%,3.63,210000,1.10,4.90%,12.90%,62.43,1.64% 2.25%,Yes,-,10.50%,6.70%,0.63,162.35,Yes,-,Oct 26 BMO,8.30%,large,56200000000.0,hca,HCA Healthcare Inc. Common Stock,55075558046.0,United States,2011.0,Health Care,Hospital/Nursing Management
hcap,12-18-2020,-,-0.86,32.56%,5.96M,45.05M,25.20,0.30,2.05%,-,26.00%,-,-,0.06,10.20%,-,112.36%,12.26M,3.67,-36.50%,-,0.34,83.94%,10.17,0.74,-25.00%,-,5.88,-13.70%,-,-,5.00%,-,2.66 - 9.08,-13.80%,0.56,-,-14.06%,-,-16.74%,-,7.41%,-,-,-,184.21%,0.51,-,-,-7.80%,-,70.68,5.25% 7.78%,No,-,-,-,2.14,7.16,Yes,-,Nov 06 BMO,-,small,45050000.0,hcap,Harvest Capital Credit Corporation Common Stock,42543540.0,United States,,,
hcat,12-18-2020,-,-2.25,1.50%,40.29M,1.84B,-,-0.47,-69.77%,38.70M,24.34%,-86.30M,-,-0.19,98.80%,15.25%,17.71%,179.10M,10.29,-295.50%,17.10%,13.62,45.10%,7.44,5.85,36.10%,-20.90%,43.69,27.62%,6.50,6.70,-,-36.80%,17.48 - 45.56,25.45%,-,-,-,-22.80%,-4.46%,-,-,4.90,-,48.60%,149.03%,1.43,728,4.90,19.80%,-44.30%,67.11,2.68% 3.88%,Yes,0.55,51.60%,-48.20%,0.41,43.25,Yes,0.55,Nov 10 AMC,-,large,1840000000.0,hcat,Health Catalyst Inc Common Stock,1868232697.0,United States,2019.0,Technology,Computer Software: Programming Data Processing
hcc,12-18-2020,58.41,0.37,0.43%,51.19M,1.12B,11.92,1.79,0.00%,50.97M,21.90%,18.70M,-,-0.27,-,8.04%,22.81%,775.40M,1.45,-55.30%,-5.55%,6.10,42.90%,14.84,1.44,611.40%,1.30%,21.44,-1.43%,4.26,5.00,-,2.40%,9.46 - 23.73,0.90%,0.20,14.42,-,29.00%,-10.16%,1.24,0.94%,2.50,-,22.00%,125.37%,1.05,423,3.60,-37.40%,4.70%,61.18,4.07% 5.60%,Yes,0.55,-132.20%,2.40%,0.53,21.13,Yes,0.53,Oct 28 AMC,54.50%,large,1120000000.0,hcc,Warrior Met Coal Inc. Common Stock,1074398317.0,United States,2017.0,Energy,Coal Mining
hcci,12-18-2020,112.07,0.19,0.40%,23.29M,507.15M,30.85,0.68,1.65%,15.47M,5.88%,4.40M,7.47,0.16,62.60%,1.72%,51.80%,412.70M,1.23,-43.40%,0.76%,3.50,27.31%,11.63,1.81,156.77%,1.00%,22.00,-32.49%,2.19,9.62,15.00%,1.70%,11.30 - 31.90,-32.83%,-,56.98,24.10%,3.30%,-33.95%,1.39,-,1.50,5.60%,-,86.54%,1.05,1322,1.90,-16.90%,1.90%,56.62,5.54% 5.25%,Yes,0.11,-33.90%,1.10%,0.46,20.4,Yes,0.11,Oct 14 AMC,0.00%,small,507150000.0,hcci,Heritage-Crystal Clean Inc. Common Stock,489217698.0,United States,2008.0,Basic Industries,Miscellaneous
hcdi,12-18-2020,-,-,3.70%,4.18M,25.03M,-,-,-28.06%,2.17M,-4.18%,-,-,-,6.70%,0.31%,-20.44%,39.29M,0.64,116.90%,-,0.07,-,2.28,1.91,-,-,-,-,0.42,10.43,-,-,3.50 - 8.36,-41.87%,-,-,-,1.70%,-47.86%,-,-,-,-,-,24.57%,0.55,40,-,81.40%,-,42.28,8.24% 13.09%,No,3.37,24.70%,-,0.38,4.45,Yes,0.60,-,-,small,25030000.0,hcdi,Harbor Custom Development Inc. Common Stock,24932253.0,United States,2020.0,Capital Goods,Homebuilding
hchc,12-18-2020,-,-1.35,2.30%,46.90M,222.53M,-,-0.60,177.08%,46.23M,-3.26%,-59.90M,-,-0.20,28.00%,5.38%,30.40%,1.71B,0.13,-121.10%,-3.33%,4.32,1.56%,7.93,0.41,71.20%,-1.80%,5.00,47.51%,2.40,1.36,-,-45.50%,1.29 - 4.33,50.23%,-,3.61,3.20%,4.30%,-24.71%,2.36,-,-,29.40%,27.90%,152.71%,0.31,3728,-,-8.00%,-4.10%,49.73,10.82% 9.41%,Yes,1.74,-112.90%,-7.00%,3.9,3.37,Yes,1.74,Nov 09 AMC,-,small,222530000.0,hchc,HC2 Holdings Inc. Common Stock,260394348.0,United States,,Capital Goods,Metal Fabrications
hci,12-18-2020,13.94,3.75,0.90%,7.36M,416.31M,15.61,3.35,1.86%,6.21M,0.83%,29.70M,0.56,0.46,63.50%,4.91%,6.34%,266.70M,1.56,41.70%,0.18%,7.49,15.17%,27.15,1.93,-4.29%,2.80%,60.00,15.48%,51.60,1.01,25.00%,12.90%,31.61 - 62.93,14.57%,1.60,3.66,-9.20%,11.00%,-16.89%,0.67,3.06%,-,-1.80%,-,65.45%,1.09,413,-,11.80%,3.60%,53.10,1.26% 2.08%,Yes,0.82,131.50%,9.00%,0.32,52.1,Yes,0.78,Nov 05 AMC,48.80%,small,416310000.0,hci,HCI Group Inc. Common Stock,416104631.0,United States,,Finance,Property-Casualty Insurers
hckt,12-18-2020,69.18,0.21,17.39%,30.05M,430.84M,14.64,0.98,0.00%,24.75M,1.41%,7.00M,5.12,0.21,80.90%,0.86%,26.45%,249.30M,1.73,-15.20%,-0.68%,1.68,7.55%,4.61,3.12,46.06%,3.50%,18.67,-10.40%,1.44,9.97,13.50%,5.00%,9.50 - 18.90,-10.84%,0.38,12.03,17.20%,17.10%,-23.86%,0.72,2.64%,1.80,3.60%,30.70%,51.47%,0.41,1143,1.80,-20.40%,4.30%,54.51,2.40% 2.87%,Yes,0.00,-54.30%,2.80%,0.7,14.0,Yes,0.00,Nov 02 AMC,161.00%,small,430840000.0,hckt,Hackett Group Inc (The). Common Stock,420064464.0,United States,,Consumer Services,Professional Services
hcm,12-18-2020,-,-0.82,6.26%,145.54M,4.66B,-,-0.89,0.00%,63.90M,4.88%,-,-,-,33.78%,1.77%,-2.08%,209.46M,22.25,-10.00%,-,8.65,12.23%,2.49,12.86,-1.10%,-,37.71,21.15%,-,-,-,-,14.74 - 34.90,27.72%,-,-,-,-,-8.25%,-,-,-,-,-,117.23%,1.28,853,-,6.70%,-,62.37,5.18% 3.92%,No,-,-,-,1.44,31.49,Yes,-,-,-,large,4660000000.0,hcm,Hutchison China MediTech Limited American Depositary Shares,4406964614.0,Hong Kong,2016.0,Health Care,Major Pharmaceuticals
hcsg,12-18-2020,23.38,1.20,0.40%,74.70M,2.09B,23.20,1.21,-6.98%,73.92M,19.68%,89.80M,2.60,0.29,-,16.20%,29.31%,1.78B,1.17,-22.70%,-0.19%,21.58,15.64%,6.22,4.52,-2.57%,12.20%,27.29,16.40%,2.75,10.23,9.00%,19.80%,15.80 - 31.30,15.54%,0.82,23.06,23.10%,12.20%,-10.22%,0.40,2.92%,3.80,7.30%,14.40%,77.85%,0.8,51000,4.00,-4.30%,6.30%,70.92,3.09% 3.03%,Yes,0.00,50.20%,5.00%,1.4,27.77,Yes,0.00,Oct 21 BMO,67.10%,large,2090000000.0,hcsg,Healthcare Services Group Inc. Common Stock,2070847800.0,United States,1983.0,Health Care,Hospital/Nursing Management
hd,12-18-2020,22.96,11.57,0.10%,1.08B,284.80B,21.47,12.37,-24.13%,1.08B,-3.97%,12.49B,3.02,2.56,71.80%,0.71%,-4.32%,125.63B,2.27,6.10%,-0.05%,2.06,6.89%,1.43,185.75,4.72%,20.80%,304.82,20.92%,13.67,19.44,7.60%,-910.80%,140.63 - 292.95,21.63%,6.00,24.00,16.80%,43.60%,-9.33%,1.04,2.26%,0.70,5.80%,34.00%,88.88%,3.78,415700,1.40,23.20%,14.00%,42.14,1.14% 1.38%,Yes,23.01,25.80%,9.90%,0.69,265.26,Yes,21.39,Nov 17 BMO,50.40%,large,284800000000.0,hd,Home Depot Inc. (The) Common Stock,286553000000.0,United States,,Consumer Services,RETAIL: Building Materials
hdb,12-18-2020,139.63,0.52,-,1.83B,132.04B,26.47,2.73,-,-,2.89%,-,5.87,0.54,18.56%,-,39.55%,-,-,5.20%,-,3.69,51.30%,3.09,23.40,23.50%,-,79.17,13.44%,-,-,23.80%,-,29.50 - 72.38,14.03%,-,-,14.05%,-,-0.17%,-,-,-,-,-,144.95%,1.45,116971,-,8.60%,-,69.60,1.26% 1.72%,Yes,-,16.00%,-,0.55,72.0,Yes,-,-,-,large,132039999999.99997,hdb,HDFC Bank Limited Common Stock,132110000000.0,India,2001.0,Finance,Commercial Banks
hdsn,12-18-2020,-,-0.26,11.40%,42.66M,47.37M,218.00,0.01,-2.08%,32.17M,-32.72%,-11.20M,-,-0.10,38.10%,2.98%,-3.54%,151.20M,0.31,53.50%,0.98%,1.37,11.27%,1.06,1.03,100.00%,-6.20%,1.32,9.00%,0.21,5.15,30.00%,-25.30%,0.52 - 1.77,11.51%,-,2.03,36.28%,-11.40%,-38.42%,1.30,-,0.70,23.80%,23.00%,109.62%,0.12,234,1.80,-9.00%,2.00%,42.01,6.93% 10.08%,Yes,1.91,-98.60%,-7.40%,1.23,1.11,Yes,1.76,Nov 05 AMC,-,small,47370000.0,hdsn,Hudson Technologies Inc. Common Stock,47249197.0,United States,,Consumer Durables,Industrial Specialties
he,12-18-2020,18.95,1.87,0.10%,109.18M,3.85B,18.39,1.92,0.00%,108.11M,-1.91%,204.30M,5.74,0.35,51.00%,1.01%,6.50%,2.65B,1.45,8.30%,-6.72%,2.86,-2.02%,21.28,1.66,12.71%,1.50%,33.00,-23.10%,1.77,19.95,3.30%,9.30%,31.83 - 55.15,-24.48%,1.32,-,3.10%,6.30%,-35.83%,0.18,3.73%,-,-2.40%,12.90%,11.18%,0.74,3841,-,-16.80%,12.50%,47.25,1.66% 2.02%,Yes,1.02,2.60%,8.00%,0.71,34.9,Yes,0.96,Nov 06 AMC,66.90%,large,3850000000.0,he,Hawaiian Electric Industries Inc. Common Stock,3839900131.0,United States,,Public Utilities,Electric Utilities: Central
hear,12-18-2020,9.16,2.35,0.60%,14.85M,337.04M,15.80,1.36,-79.65%,14.12M,12.42%,42.80M,0.51,0.47,66.10%,17.02%,14.14%,328.90M,1.02,-58.30%,11.71%,4.22,41.78%,6.45,3.34,-21.38%,30.10%,27.75,135.78%,1.75,12.35,18.00%,59.40%,4.05 - 26.48,128.04%,-,8.32,22.30%,21.70%,-18.62%,1.91,-,0.90,4.70%,37.00%,432.10%,1.37,213,1.70,140.90%,13.60%,46.07,6.97% 6.28%,Yes,0.00,581.70%,13.00%,0.99,22.74,Yes,0.00,Nov 05 AMC,0.00%,small,337040000.0,hear,Turtle Beach Corporation Common Stock,337012311.0,United States,,Capital Goods,Telecommunications Equipment
hec,12-18-2020,-,-,-,41.40M,447.53M,-,-,-,-,10.31%,-,-,-,60.11%,-,9.63%,-,-,-,-,0.03,-,-,-,-,-,-,-,-,-,-,-,9.66 - 11.00,7.03%,-,-,-,-,-1.73%,-,-,-,-,-,11.90%,0.19,-,-,-,-,75.86,2.51% 1.85%,No,-,-,-,3.05,10.61,Yes,-,-,-,small,447530000.0,hec,Hudson Executive Investment Corp. Class A Common Stock,548550000.0,United States,2020.0,Finance,Business Services
hees,12-18-2020,292.25,0.10,7.80%,36.11M,1.08B,19.64,1.52,0.01%,31.86M,7.50%,3.90M,24.56,0.33,69.50%,2.64%,47.57%,1.20B,0.90,13.40%,-0.69%,3.42,65.61%,7.25,4.11,30.86%,0.20%,30.75,-9.75%,0.33,89.95,11.90%,1.40%,9.12 - 33.79,-10.83%,1.10,4.15,9.10%,10.30%,-11.78%,2.39,3.69%,-,4.30%,35.40%,226.86%,1.01,2432,-,-18.00%,5.60%,58.19,2.99% 3.44%,Yes,3.68,-64.70%,0.30%,0.53,29.76,Yes,3.68,Oct 28 BMO,-,large,1080000000.0,hees,H&E Equipment Services Inc. Common Stock,1069845545.0,United States,2006.0,,
hei,12-18-2020,57.89,2.29,6.60%,134.99M,16.88B,48.87,2.71,-0.62%,114.62M,2.79%,314.00M,12.30,0.50,72.80%,1.20%,25.59%,1.79B,9.45,-4.20%,-0.70%,3.70,32.56%,14.67,9.03,19.39%,9.30%,129.75,10.53%,3.19,41.48,4.71%,16.70%,52.01 - 137.97,15.99%,0.16,46.29,17.80%,12.80%,-4.04%,1.19,0.12%,2.90,8.50%,38.20%,154.57%,3.01,5200,4.80,-21.30%,21.10%,56.35,1.73% 2.11%,Yes,0.37,-27.20%,17.60%,0.88,132.49,Yes,0.37,Dec 21 AMC,6.90%,large,16879999999.999996,hei,Heico Corporation Common Stock,17962869093.0,United States,,Capital Goods,Aerospace
hele,12-18-2020,26.50,8.38,0.30%,25.33M,5.59B,19.34,11.49,-32.39%,25.18M,7.81%,213.20M,2.82,3.01,-,11.64%,11.27%,1.87B,2.99,-8.20%,0.14%,12.27,19.55%,51.67,4.30,3.60%,10.90%,238.17,21.20%,5.89,37.70,9.40%,17.60%,104.01 - 230.56,23.58%,-,14.15,6.10%,11.10%,-3.63%,0.92,-,1.20,3.40%,43.50%,113.61%,5.48,1650,1.90,28.20%,12.50%,59.92,2.00% 2.56%,Yes,0.23,108.10%,11.40%,0.75,223.55,Yes,0.23,Jan 07 BMO,0.00%,large,5590000000.0,hele,Helen of Troy Limited Common Stock,5716906823.0,Bermuda,,Consumer Durables,Home Furnishings
hep,12-18-2020,9.09,1.56,0.30%,105.44M,1.48B,7.42,1.91,0.00%,45.57M,3.05%,164.80M,-,0.46,38.00%,1.90%,19.03%,502.00M,2.95,25.30%,-1.15%,2.28,0.64%,3.46,4.10,21.61%,7.50%,18.50,-37.00%,0.17,81.78,-6.70%,45.00%,6.57 - 24.59,-35.89%,1.40,34.42,12.00%,15.60%,-42.25%,1.13,9.86%,1.40,9.90%,70.40%,116.13%,0.6,-,1.40,-6.00%,42.90%,55.80,4.13% 4.10%,Yes,4.15,-78.40%,32.80%,0.97,13.58,Yes,4.14,Nov 04 BMO,130.80%,large,1480000000.0,hep,Holly Energy Partners L.P. Common Stock,1429769126.0,United States,2004.0,Energy,Natural Gas Distribution
hepa,12-18-2020,-,-2.78,0.20%,9.03M,69.53M,-,-1.09,107.87%,7.31M,32.73%,-17.30M,-,-0.39,1.40%,2.78%,-27.00%,-,-,93.70%,39.56%,0.11,-22.89%,1.24,1.77,27.80%,-78.50%,-,-60.89%,0.43,5.08,-,-116.80%,1.00 - 6.90,-59.14%,-,-,59.90%,-,-68.26%,1.42,-,3.60,-,-,119.00%,0.23,12,3.60,-,-,52.50,10.76% 10.53%,Yes,0.00,-30.50%,-,1.47,2.35,Yes,0.02,-,-,small,69530000.0,hepa,Hepion Pharmaceuticals Inc. Common Stock,75899613.0,United States,,Health Care,Major Pharmaceuticals
heq,12-18-2020,-,-,0.13%,12.22M,139.84M,-,-,6.03%,-,0.62%,-,-,-,37.28%,-,7.62%,-,-,-,-,-,0.79%,-,-,-,-,-,-23.12%,-,-,-,-,8.02 - 15.40,-23.27%,1.16,-,-,-,-25.71%,-,10.14%,-,-,-,42.64%,0.14,-,-,-,-,58.16,1.20% 1.24%,No,-,-,-,1.32,11.42,Yes,-,-,-,small,139840000.0,heq,John Hancock Hedged Equity & Income Fund Common Shares of Beneficial Interest,138984754.0,United States,2011.0,,
hes,12-18-2020,-,-10.58,10.88%,305.00M,16.41B,-,-2.15,-0.04%,273.67M,10.53%,-3218.00M,-,-0.26,85.60%,2.98%,35.43%,5.03B,3.26,-24.40%,-2.59%,3.57,2.52%,19.40,2.72,17.00%,-15.90%,57.56,-22.05%,4.13,12.77,-,-45.60%,26.06 - 71.66,-20.98%,1.00,35.14,-17.70%,0.80%,-26.33%,2.24,1.89%,1.90,-9.40%,75.60%,102.57%,2.33,1775,2.20,-26.60%,-51.10%,52.08,2.72% 4.22%,Yes,1.44,-13.70%,-64.00%,0.6,53.77,Yes,1.44,Oct 28 BMO,-,large,16410000000.0,hes,Hess Corporation Common Stock,16268961924.0,United States,,Energy,Integrated oil Companies
hesm,12-18-2020,16.07,1.22,0.30%,54.60M,5.61B,10.03,1.95,0.13%,11.36M,4.82%,66.70M,2.48,0.38,66.70%,4.22%,30.99%,848.30M,6.61,-3.60%,-0.63%,3.47,8.12%,2.41,8.12,45.45%,2.20%,22.20,-12.75%,0.01,1699.33,6.49%,16.70%,5.70 - 25.66,-13.71%,1.77,17.77,15.10%,20.00%,-23.73%,2.32,9.04%,0.50,27.20%,-,243.33%,0.79,176,0.50,38.10%,45.30%,49.55,3.61% 4.02%,Yes,13.33,-5.60%,8.00%,1.87,19.13,Yes,13.33,Oct 28 BMO,121.80%,large,5610000000.0,hesm,Hess Midstream LP Class A Share,348036486.0,United States,2017.0,Energy,Oil & Gas Production
hexo,12-18-2020,-,-,5.21%,122.16M,449.56M,-,-,0.00%,115.81M,-14.02%,-,-,-,9.92%,4.27%,41.54%,-,-,-,-,1.00,27.25%,-,-,-,-,-,-43.90%,-,-,-,-,1.38 - 8.16,-42.14%,-,-,-,-,-54.90%,-,-,-,-,-,166.28%,0.33,-,-,103.20%,-,44.86,7.65% 7.36%,Yes,-,-,-,0.65,3.85,Yes,-,Dec 14 BMO,-,small,449560000.0,hexo,HEXO Corp. Common Shares,469715532.0,,,Consumer Durables,Specialty Chemicals
hfbl,12-18-2020,13.17,2.21,8.60%,1.63M,48.89M,-,-,-0.32%,1.11M,19.25%,3.90M,-,-,15.70%,0.01%,23.83%,20.20M,2.42,-14.50%,-14.02%,0.07,-21.01%,31.30,0.93,-,0.80%,-,-6.88%,45.00,0.65,-,7.70%,20.00 - 37.00,-18.60%,0.66,-,5.30%,24.40%,-21.35%,0.62,2.27%,-,6.60%,-,45.50%,0.78,59,-,-3.80%,67.90%,66.87,0.02% 1.67%,No,0.00,8.70%,19.10%,0.03,28.88,Yes,0.00,-,27.60%,small,48890000.0,hfbl,Home Federal Bancorp Inc. of Louisiana Common StocK,47456878.0,United States,,Finance,Savings Institutions
hfc,12-18-2020,-,-2.61,0.70%,162.02M,4.20B,110.94,0.23,0.00%,160.32M,6.91%,-423.10M,-,-0.55,89.10%,5.17%,36.48%,12.66B,0.33,-25.10%,1.12%,2.71,-5.03%,32.94,0.78,134.30%,-3.70%,29.67,-49.70%,9.38,2.76,-12.88%,-7.60%,16.81 - 51.75,-49.02%,1.40,16.51,26.50%,11.60%,-50.05%,1.81,5.42%,1.80,-2.40%,17.40%,53.78%,1.24,4074,2.70,-36.30%,-3.50%,54.11,3.36% 4.90%,Yes,0.00,-100.90%,-3.30%,0.52,26.08,Yes,0.60,Nov 05 BMO,-,large,4200000000.0,hfc,HollyFrontier Corporation Common Stock,4207588216.0,United States,,Energy,Integrated oil Companies
hfen,12-18-2020,-,-,87.80%,8.56M,51.19M,-,-,0.00%,0.57M,1.01%,-,-,-,-,0.00%,-,11.65M,4.39,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,4.60 - 7.80,-14.33%,-,-,-,-,-23.33%,-,-,-,-,-,30.00%,0.68,20,-,-64.80%,-,-,9.73% 11.41%,No,-,-,-,0.81,5.56,Yes,-,-,-,small,51190000.0,hfen,HF Enterprises Inc. Common Stock,47080000.0,United States,2020.0,Finance,Real Estate
hffg,12-18-2020,-,-6.58,15.80%,52.15M,402.24M,-,-,0.00%,37.43M,-1.44%,-343.20M,-,-,14.10%,8.54%,10.59%,583.20M,0.69,-33.60%,0.68%,28.63,-15.70%,4.96,1.52,-,-59.40%,-,-61.44%,0.17,43.72,-,-99.10%,5.04 - 20.64,-61.44%,-,8.31,-,0.90%,-63.56%,-,-,0.50,-,17.20%,49.21%,0.4,900,1.20,84.80%,-58.40%,42.12,4.66% 5.45%,No,0.52,-119.80%,-58.80%,0.93,7.66,Yes,0.37,-,-,small,402240000.0,hffg,HF Foods Group Inc. Common Stock,401809801.0,United States,2017.0,Consumer Non-Durables,Food Distributors
hfro,12-18-2020,-,-,-,71.41M,734.09M,-,-,-,-,14.10%,-,-,-,55.57%,-,19.40%,-,-,-,-,-,27.07%,-,-,-,-,-,-16.96%,-,-,-,-,7.02 - 12.85,-17.30%,0.92,-,-,-,-20.03%,-,8.95%,-,-,-,46.44%,0.25,-,-,-,-,71.42,3.27% 2.51%,No,-,-,-,1.61,10.28,Yes,-,-,-,small,734090000.0,hfro,Highland Income Fund,734801501.0,,2017.0,,
