symbol,name,market cap,country,ipo year,sector,industry
sfbc,Sound Financial Bancorp Inc. Common Stock,83230918,United States,,Finance,Savings Institutions
sfbs,ServisFirst Bancshares Inc. Common Stock,2154453190,United States,2014,Finance,Major Banks
sfe,Safeguard Scientifics Inc. New Common Stock,134969187,United States,,Finance,Finance/Investors Services
sfet,Safe-T Group Ltd. American Depositary Share,27228885,Israel,2018,Technology,Computer Software: Prepackaged Software
sfix,Stitch Fix Inc. Class A Common Stock,6519244553,United States,2017,Consumer Services,Catalog/Specialty Distribution
sfl,SFL Corporation Ltd,738740988,Bermuda,,Transportation,Marine Transportation
sfm,Sprouts Farmers Market Inc. Common Stock,2389672592,United States,2013,Consumer Services,Food Chains
sfnc,Simmons First National Corporation Class A Common Stock,2340186657,United States,,Finance,Major Banks
sfst,Southern First Bancshares Inc. Common Stock,270196782,United States,,Finance,Major Banks
sft,Shift Technologies Inc. Class A Common Stock,707762073,United States,2019,Consumer Durables,Automotive Aftermarket
sftw,Osprey Technology Acquisition Corp. Class A Common Stock,411125000,,2019,Finance,Business Services
sfun,Fang Holdings Limited American Depositary Shares (Each representing Four Class A Ordinary Shares HK$1.00 par value),120129595,China,2010,Technology,EDP Services
sg,Sirius International Insurance Group Ltd. Common Share,1409649743,Bermuda,,Finance,Property-Casualty Insurers
sga,Saga Communications Inc. Class A Common Stock (FL),136156666,United States,,Consumer Services,Broadcasting
sgam,Seaport Global Acquisition Corp. Class A Common Stock,180048672,United States,2020,Finance,Business Services
sgbx,SG Blocks Inc. Common Stock,49685972,United States,2017,Consumer Services,RETAIL: Building Materials
sgc,Superior Group of Companies Inc. Common Stock,347674434,United States,,Consumer Non-Durables,Apparel
sgen,Seagen Inc. Common Stock,32579174806,United States,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
sgh,SMART Global Holdings Inc. Ordinary Shares,908410069,United States,2017,Technology,Semiconductors
sglb,Sigma Labs Inc. Common Stock,18772600,United States,,Consumer Durables,Miscellaneous manufacturing industries
sgma,SigmaTron International Inc. Common Stock,20052863,United States,1994,Technology,Electrical Products
sgmo,Sangamo Therapeutics Inc. Common Stock,2366314254,United States,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
sgms,Scientific Games Corp Common Stock,3895298973,United States,,Technology,EDP Services
sgoc,SGOCO Group Ltd Ordinary Shares (Cayman Islands),173029673,China,2010,Technology,Radio And Television Broadcasting And Communications Equipment
sgrp,SPAR Group Inc. Common Stock,20987301,United States,,Miscellaneous,Business Services
sgry,Surgery Partners Inc. Common Stock,1406784849,United States,2015,Health Care,Hospital/Nursing Management
sgtx,Sigilon Therapeutics Inc. Common Stock,1022695430,United States,2020,Health Care,Major Pharmaceuticals
sgu,Star Group L.P. Common Stock,388957383,United States,,Consumer Services,Other Specialty Stores
shak,Shake Shack Inc. Class A Common Stock,3565241533,United States,2015,Consumer Services,Restaurants
shbi,Shore Bancshares Inc Common Stock,176817257,United States,,Finance,Major Banks
shc,Sotera Health Company Common Stock,7754217552,United States,2020,Health Care,Misc Health and Biotechnology Services
shen,Shenandoah Telecommunications Co Common Stock,2141158905,United States,,Public Utilities,Telecommunications Equipment
shg,Shinhan Financial Group Co Ltd American Depositary Shares,15289078106,South Korea,,Finance,Major Banks
shi,SINOPEC Shangai Petrochemical Company Ltd. Common Stock,2249188549,China,,Basic Industries,Major Chemicals
ship,Seanergy Maritime Holdings Corp Common Stock,34157493,Greece,,Transportation,Marine Transportation
shlx,Shell Midstream Partners L.P. Common Units representing Limited Partner Interests,3948626951,United States,2014,Energy,Natural Gas Distribution
sho,Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares,2453932559,United States,2004,Consumer Services,Hotels/Resorts
shoo,Steven Madden Ltd. Common Stock,2873024565,United States,1993,Consumer Non-Durables,Shoe Manufacturing
shop,Shopify Inc. Class A Subordinate Voting Shares,1.41497E+11,Canada,2015,Technology,Computer Software: Prepackaged Software
shsp,SharpSpring Inc. Common Stock,203161699,United States,,Technology,Computer Software: Prepackaged Software
shw,Sherwin-Williams Company (The) Common Stock,66238312226,United States,,Consumer Services,RETAIL: Building Materials
shyf,The Shyft Group Inc. Common Stock,1015321052,United States,,Capital Goods,Auto Manufacturing
si,Silvergate Capital Corporation Class A Common Stock,1361107466,United States,2019,Finance,Major Banks
sibn,SI-BONE Inc. Common Stock,956100988,United States,2018,Health Care,Medical/Dental Instruments
sic,Select Interior Concepts Inc. Class A Common Stock,181635102,United States,,Basic Industries,Homebuilding
sid,Companhia Siderurgica Nacional S.A. Common Stock,8439400455,Brazil,,Capital Goods,Steel/Iron Ore
sieb,Siebert Financial Corp. Common Stock,133720027,United States,,Finance,Investment Bankers/Brokers/Service
sien,Sientra Inc. Common Stock,202068759,United States,2014,Health Care,Industrial Specialties
sif,SIFCO Industries Inc. Common Stock,46796533,United States,,Capital Goods,Aerospace
sify,Sify Technologies Limited American Depositary Shares,240159151,India,,Technology,Computer Software: Programming Data Processing
sig,Signet Jewelers Limited Common Shares,1464439932,Bermuda,,Consumer Services,Consumer Specialties
siga,SIGA Technologies Inc. Common Stock,570047354,United States,,Health Care,Major Pharmaceuticals
sigi,Selective Insurance Group Inc. Common Stock,4007129993,United States,,Finance,Property-Casualty Insurers
sii,Sprott Inc. Common Shares,712365287,,2020,Finance,Finance: Consumer Services
silc,Silicom Ltd Ordinary Shares,296214300,Israel,,Technology,Computer Communications Equipment
silk,Silk Road Medical Inc. Common Stock,2096285613,United States,2019,Health Care,Medical/Dental Instruments
silv,SilverCrest Metals Inc. Common Shares,1400257227,,2018,Basic Industries,Precious Metals
sim,Grupo Simec S.A.B. de C.V. American Depositary Shares,1819321306,Mexico,1993,Basic Industries,Steel/Iron Ore
simo,Silicon Motion Technology Corporation American Depositary Shares,1650473582,Taiwan,2005,Technology,Semiconductors
sina,SINA Corporation Ordinary Shares,2518971310,China,,Technology,Computer Software: Prepackaged Software
sino,Sino-Global Shipping America Ltd. Common Stock,11997576,United States,,Transportation,Oil Refining/Marketing
sint,SiNtx Technologies Inc. Common Stock,42031492,United States,2014,Health Care,Medical/Dental Instruments
siox,Sio Gene Therapies Inc. Common Stock,136199708,United Kingdom,,Health Care,Major Pharmaceuticals
siri,Sirius XM Holdings Inc. Common Stock,27388036832,United States,,Consumer Services,Broadcasting
sitc,SITE Centers Corp. Common Stock,1967943469,United States,,Consumer Services,Real Estate Investment Trusts
site,SiteOne Landscape Supply Inc. Common Stock,7029187342,United States,2016,Consumer Durables,Diversified Electronic Products
sitm,SiTime Corporation Common Stock,1840978012,United States,2019,Technology,Semiconductors
sivb,SVB Financial Group Common Stock,19761005004,United States,,Finance,Major Banks
six,Six Flags Entertainment Corporation New Common Stock,2896868623,United States,,Consumer Services,Services-Misc. Amusement & Recreation
sj,Scienjoy Holding Corporation Ordinary Shares,234007849,China,2019,Technology,EDP Services
sji,South Jersey Industries Inc. Common Stock,2177096132,United States,,Public Utilities,Oil/Gas Transmission
sjm,J.M. Smucker Company (The) New Common Stock,13103547054,United States,,Consumer Non-Durables,Packaged Foods
sjr,Shaw Communications Inc. Common Stock,9007982019,Canada,,Consumer Services,Television Services
sjt,San Juan Basin Royalty Trust Common Stock,126775925,United States,,Energy,Oil & Gas Production
sjw,SJW Group Common Stock (DE),1978661038,United States,,Public Utilities,Water Supply
sklz,Skillz Inc. Class A Common Stock,7270219302,,2020,,
skm,SK Telecom Co. Ltd. Common Stock,15718092626,South Korea,,Public Utilities,Telecommunications Equipment
skt,Tanger Factory Outlet Centers Inc. Common Stock,966306822,United States,1993,Consumer Services,Real Estate Investment Trusts
skx,Skechers U.S.A. Inc. Common Stock,5643424882,United States,1999,Consumer Non-Durables,Shoe Manufacturing
sky,Skyline Champion Corporation Common Stock,1783556946,United States,,Basic Industries,Homebuilding
skyw,SkyWest Inc. Common Stock,2015133513,United States,1986,Transportation,Air Freight/Delivery Services
slab,Silicon Laboratories Inc. Common Stock,5571781176,United States,2000,Technology,Semiconductors
slb,Schlumberger N.V. Common Stock,30109609095,France,,Energy,Oilfield Services/Equipment
slca,U.S. Silica Holdings Inc. Common Stock,527263343,United States,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
slct,Select Bancorp Inc. Common Stock,170839832,United States,,Finance,Major Banks
sldb,Solid Biosciences Inc. Common Stock,682419494,United States,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
slf,Sun Life Financial Inc. Common Stock,25852515162,Canada,,Finance,Life Insurance
slg,SL Green Realty Corp Common Stock,4239513754,United States,1997,Consumer Services,Real Estate Investment Trusts
slgg,Super League Gaming Inc. Common Stock,44353131,United States,2019,Consumer Services,Services-Misc. Amusement & Recreation
slgl,Sol-Gel Technologies Ltd. Ordinary Shares,227017718,Israel,2018,Health Care,Major Pharmaceuticals
slgn,Silgan Holdings Inc. Common Stock,4079556422,United States,1997,Consumer Durables,Containers/Packaging
slm,SLM Corporation Common Stock,4557263263,United States,,Finance,Finance: Consumer Services
sln,Silence Therapeutics Plc American Depository Share,607580316,United Kingdom,,Health Care,Major Pharmaceuticals
slno,Soleno Therapeutics Inc. Common Stock,156046756,United States,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
slp,Simulations Plus Inc. Common Stock,1444849585,United States,,Technology,EDP Services
slqt,SelectQuote Inc. Common Stock,3333949932,,2020,Finance,Specialty Insurers
slrc,Solar Capital Ltd. Common Stock,742100105,United States,2010,,
slrx,Salarius Pharmaceuticals Inc. Common Stock,17387195,United States,2015,Health Care,Major Pharmaceuticals
sls,SELLAS Life Sciences Group Inc. Common Stock,84459349,United States,,Health Care,Major Pharmaceuticals
sm,SM Energy Company Common Stock,696029760,United States,,Energy,Oil & Gas Production
smar,Smartsheet Inc. Class A Common Stock,8586693479,United States,2018,Technology,Computer Software: Prepackaged Software
smbc,Southern Missouri Bancorp Inc. Common Stock,278590155,United States,,Finance,Banks
smbk,SmartFinancial Inc. Common Stock,274234086,United States,,Finance,Major Banks
smci,Super Micro Computer Inc. Common Stock,1579354904,United States,2020,Technology,Computer Manufacturing
smed,Sharps Compliance Corp. Common Stock,155958383,United States,,Basic Industries,Environmental Services
smfg,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),42492188886,Japan,,Finance,Commercial Banks
smg,Scotts Miracle-Gro Company (The) Common Stock,10899120966,United States,1992,Basic Industries,Agricultural Chemicals
smhi,SEACOR Marine Holdings Inc. Common Stock ,65413516,,2017,Transportation,Marine Transportation
smid,Smith-Midland Corporation Common Stock,47900077,United States,,Capital Goods,Building Materials
smit,Schmitt Industries Inc. Common Stock,22337163,United States,,Capital Goods,Industrial Machinery/Components
smlp,Summit Midstream Partners LP Common Units Representing Limited Partner Interests,48395397,United States,2012,Public Utilities,Natural Gas Distribution
smm,Salient Midstream Common Shares of Beneficial Interest,76011579,United States,2012,,
smmc,South Mountain Merger Corp. Class A Common Stock,515625000,United States,2019,Technology,EDP Services
smmcu,South Mountain Merger Corp. Unit,594000000,United States,2019,Technology,EDP Services
smmf,Summit Financial Group Inc. Common Stock,294507854,United States,,Finance,Major Banks
smmt,Summit Therapeutics Inc. Common Stock ,411009800,United Kingdom,2015,Health Care,Major Pharmaceuticals
smp,Standard Motor Products Inc. Common Stock,916474835,United States,,Capital Goods,Auto Parts:O.E.M.
smpl,The Simply Good Foods Company Common Stock,2905121333,United States,,Consumer Non-Durables,Packaged Foods
smsi,Smith Micro Software Inc. Common Stock,225059663,United States,1995,Technology,Computer Software: Prepackaged Software
smtc,Semtech Corporation Common Stock,4687386953,United States,,Technology,Semiconductors
smts,Sierra Metals Inc. Common Stock,558404000,,,Basic Industries,Precious Metals
smtx,SMTC Corporation Common Stock,134020300,Canada,2000,Technology,Electrical Products
sna,Snap-On Incorporated Common Stock,9277737139,United States,,Capital Goods,Industrial Machinery/Components
snap,Snap Inc. Class A Common Stock,74603330845,United States,2017,Technology,Computer Software: Programming Data Processing
snbr,Sleep Number Corporation Common Stock,2327474413,United States,,Consumer Durables,Home Furnishings
snca,Seneca Biopharma Inc. Common Stock,15377610,United States,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
sncr,Synchronoss Technologies Inc. Common Stock,210389463,United States,2018,Technology,EDP Services
snd,Smart Sand Inc. Common Stock,73178653,United States,2016,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
snde,Sundance Energy Inc. Common Stock ,11894913,United States,,Energy,Oil & Gas Production
